0.027502	0
0.027502	0
0.981934	1
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.981999	1
0.027529	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.982000	1
0.981000	1
0.027815	0
0.981998	1
0.027503	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027504	1
0.982001	1
0.982002	1
0.982002	1
0.027503	0
0.982002	1
0.962903	1
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.981581	0
0.027503	0
0.972339	1
0.027503	0
0.982002	1
0.027502	0
0.027502	0
0.027829	0
0.982002	1
0.027502	0
0.027502	0
0.027503	0
0.982002	1
0.027502	0
0.027503	0
0.982002	1
0.027502	0
0.027504	0
0.982002	1
0.981999	1
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.050806	0
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.027550	0
0.981709	1
0.982002	1
0.982002	1
0.982002	1
0.027503	0
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.027503	0
0.981693	1
0.982002	1
0.982002	1
0.982002	1
0.027502	1
0.982002	1
0.982002	1
0.969802	1
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.027503	0
0.027502	0
0.027502	0
0.982002	1
0.027515	0
0.982002	1
0.027510	0
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027503	0
0.027502	0
0.027502	0
0.953738	1
0.982002	1
0.027502	0
0.079061	0
0.982002	1
0.982002	1
0.027503	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027503	0
0.027502	0
0.027503	0
0.982002	1
0.913949	1
0.027502	0
0.027502	0
0.950767	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.027537	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.071040	0
0.982002	1
0.027503	0
0.982002	1
0.078139	0
0.982002	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.027505	1
0.981957	1
0.027502	0
0.982002	1
0.027502	0
0.027503	0
0.982002	1
0.982002	1
0.059820	0
0.982002	1
0.027506	0
0.027502	0
0.982002	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.029342	0
0.982002	1
0.027502	0
0.966787	1
0.027503	0
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.027503	0
0.979989	1
0.982002	1
0.982002	1
0.982002	1
0.037197	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.980042	1
0.982002	1
0.027503	0
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027503	0
0.027502	0
0.027502	0
0.027502	0
0.978961	1
0.027502	0
0.027824	0
0.982002	1
0.981987	1
0.982002	1
0.982002	1
0.982002	1
0.981765	1
0.982002	1
0.027503	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027503	0
0.981994	1
0.982002	1
0.982002	1
